Wed Apr  9 21:50:42 2025    profile_output

         477557 function calls (430108 primitive calls) in 2.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 _base.py:1043(get_yaxis_text2_transform)
        5    0.000    0.000    0.000    0.000 PngImagePlugin.py:1064(putchunk)
       22    0.000    0.000    0.000    0.000 serialization.py:1946(find_class)
       18    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        5    0.000    0.000    0.000    0.000 axis.py:434(_get_text1_transform)
       68    0.000    0.000    0.000    0.000 transforms.py:2030(translate)
        5    0.000    0.000    0.000    0.000 asyncio.py:210(call_at)
        3    0.000    0.000    0.000    0.000 __init__.py:1137(flush)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:3385(mean)
       32    0.000    0.000    0.000    0.000 artist.py:1112(set_zorder)
        6    0.000    0.000    0.000    0.000 text.py:239(_get_xy_display)
       82    0.000    0.000    0.000    0.000 Image.py:835(load)
        1    0.000    0.000    0.000    0.000 pathlib.py:870(is_dir)
        5    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
      144    0.000    0.000    0.000    0.000 transforms.py:1355(_iter_break_from_left_to_right)
      309    0.000    0.000    0.000    0.000 text.py:1262(set_text)
       28    0.000    0.000    0.000    0.000 transforms.py:2668(__init__)
        4    0.000    0.000    0.000    0.000 session.py:649(msg)
      499    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        5    0.000    0.000    0.000    0.000 _base.py:937(get_xaxis_text1_transform)
        6    0.000    0.000    0.000    0.000 traitlets.py:689(set)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:3269(round)
        1    0.000    0.000    0.000    0.000 _base.py:1069(_update_transScale)
       11    0.000    0.000    0.000    0.000 calc_func.py:25(calculate_zero_ops)
      213    0.000    0.000    0.000    0.000 {built-in method time.time}
       73    0.000    0.000    0.000    0.000 text.py:997(set_horizontalalignment)
        9    0.000    0.000    0.000    0.000 transforms.py:2282(__init__)
       47    0.000    0.000    0.000    0.000 typing.py:392(inner)
        6    0.000    0.000    0.000    0.000 base_events.py:743(call_later)
        3    0.000    0.000    0.000    0.000 transforms.py:1719(set)
   102/96    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1989(_switch_canvas_and_return_print_method)
       84    0.000    0.000    0.000    0.000 transforms.py:2214(<lambda>)
      900    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_left}
       20    0.000    0.000    0.000    0.000 _tensor.py:1128(__len__)
       16    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
       58    0.000    0.000    0.000    0.000 path.py:162(_fast_from_codes_and_verts)
      107    0.000    0.000    0.000    0.000 cbook.py:181(__init__)
      310    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      114    0.000    0.000    0.000    0.000 {method 'requires_grad_' of 'torch._C.TensorBase' objects}
      186    0.000    0.000    0.000    0.000 transforms.py:2123(transform)
        3    0.000    0.000    0.000    0.000 pathlib.py:835(stat)
        1    0.000    0.000    0.000    0.000 torch_utils.py:297(model_info)
      166    0.000    0.000    0.000    0.000 artist.py:450(get_transform)
        1    0.000    0.000    0.000    0.000 _base.py:3766(set_ybound)
        4    0.000    0.000    0.000    0.000 session.py:675(sign)
      285    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 iostream.py:592(flush)
        2    0.000    0.000    0.000    0.000 _parser.py:666(_parse)
      900    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
       39    0.000    0.000    0.000    0.000 text.py:1214(set_rotation)
      166    0.000    0.000    0.000    0.000 {method 'nelement' of 'torch._C.TensorBase' objects}
    56/52    0.000    0.000    0.000    0.000 spines.py:202(_ensure_position_is_set)
      296    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       42    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
      712    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       24    0.000    0.000    0.000    0.000 text.py:1181(set_position)
        5    0.000    0.000    0.000    0.000 axis.py:437(_get_text2_transform)
       26    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
       24    0.000    0.000    0.000    0.000 transforms.py:1872(inverted)
       20    0.000    0.000    0.000    0.000 JpegImagePlugin.py:497(_getmp)
       13    0.000    0.000    0.000    0.000 artist.py:1001(set_alpha)
       10    0.000    0.000    0.000    0.000 _base.py:3569(_validate_converted_limits)
       48    0.000    0.000    0.000    0.000 _base.py:559(_axis_map)
        3    0.000    0.000    0.000    0.000 contextlib.py:567(__exit__)
      285    0.000    0.000    0.000    0.000 utils.py:32(<genexpr>)
        5    0.000    0.000    0.000    0.000 _methods.py:101(_mean)
      260    0.000    0.000    0.000    0.000 transforms.py:198(<lambda>)
      446    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       15    0.000    0.000    0.000    0.000 cbook.py:110(_weak_or_strong_ref)
        9    0.000    0.000    0.000    0.000 asyncio.py:225(add_callback)
     40/3    0.000    0.000    0.000    0.000 transforms.py:2377(_invalidate_internal)
       58    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
       24    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
      179    0.000    0.000    0.000    0.000 figure.py:68(_stale_figure_callback)
        6    0.000    0.000    0.000    0.000 transforms.py:1602(transform_path_affine)
      116    0.000    0.000    0.000    0.000 text.py:1192(set_x)
       40    0.000    0.000    0.000    0.000 lines.py:962(_get_markerfacecolor)
       39    0.000    0.000    0.000    0.000 lines.py:1123(set_linewidth)
        6    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        4    0.000    0.000    0.000    0.000 axis.py:2638(_update_offset_text_position)
      647    0.000    0.000    0.000    0.000 transforms.py:1929(get_matrix)
        5    0.000    0.000    0.000    0.000 _base.py:963(get_xaxis_text2_transform)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       78    0.000    0.000    0.000    0.000 profiler_util.py:834(<lambda>)
      113    0.000    0.000    0.000    0.000 __init__.py:1297(_val_or_rc)
        4    0.000    0.000    0.000    0.000 spines.py:299(set_position)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1082(write)
       20    0.000    0.000    0.000    0.000 distributed_c10d.py:1273(is_initialized)
       11    0.000    0.000    0.000    0.000 transforms.py:235(frozen)
       11    0.000    0.000    0.000    0.000 iostream.py:710(_flush_buffers)
       24    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 transforms.py:1800(transform_path_affine)
      116    0.000    0.000    0.000    0.000 text.py:683(_get_wrapped_text)
      359    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       62    0.000    0.000    0.000    0.000 traitlets.py:676(__get__)
       20    0.000    0.000    0.000    0.000 profiler.py:331(add_metadata_json)
        4    0.000    0.000    0.000    0.000 transforms.py:930(update_from_data_xy)
      131    0.000    0.000    0.000    0.000 container.py:350(__len__)
       23    0.000    0.000    0.000    0.000 axis.py:744(_get_axis_name)
        1    0.000    0.000    0.000    0.000 general.py:323(file_date)
        3    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
       22    0.000    0.000    0.000    0.000 __init__.py:107(_is_compiled)
      171    0.000    0.000    0.000    0.000 module.py:1933(remove_from)
        6    0.000    0.000    0.000    0.000 base_events.py:767(call_at)
      240    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        8    0.000    0.000    0.000    0.000 jsonutil.py:107(json_default)
       14    0.000    0.000    0.000    0.000 cbook.py:1685(_safe_first_finite)
      808    0.000    0.000    0.000    0.000 _jit_internal.py:103(is_scripting)
        1    0.000    0.000    0.000    0.000 torch_utils.py:114(select_device)
      358    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
      124    0.000    0.000    0.000    0.000 {built-in method time.perf_counter_ns}
       24    0.000    0.000    0.000    0.000 path.py:347(iter_segments)
      3/2    0.000    0.000    0.000    0.000 threading.py:323(wait)
       21    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       39    0.000    0.000    0.000    0.000 lines.py:1231(set_markerfacecoloralt)
        1    0.000    0.000    0.000    0.000 _base.py:1181(_gen_axes_patch)
       39    0.000    0.000    0.000    0.000 lines.py:1211(set_markeredgecolor)
        1    0.000    0.000    0.000    0.000 linalg.py:492(inv)
        4    0.000    0.000    0.000    0.000 session.py:645(msg_header)
       15    0.000    0.000    0.000    0.000 patches.py:329(set_edgecolor)
       39    0.000    0.000    0.000    0.000 lines.py:1407(set_dash_capstyle)
        1    0.000    0.000    0.000    0.000 _base.py:3822(set_ylim)
       20    0.000    0.000    0.000    0.000 profiler.py:1153(erase_step_count)
        6    0.000    0.000    0.000    0.000 traitlets.py:718(_validate)
      682    0.000    0.000    0.000    0.000 font_manager.py:655(get_family)
        1    0.000    0.000    0.000    0.000 iostream.py:118(_run_event_pipe_gc)
       39    0.000    0.000    0.000    0.000 lines.py:505(set_pickradius)
       24    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 _binary.py:60(i32le)
       20    0.000    0.000    0.000    0.000 JpegImagePlugin.py:522(_getmp)
        4    0.000    0.000    0.000    0.000 axis.py:1345(<genexpr>)
       38    0.000    0.000    0.000    0.000 backend_agg.py:42(get_hinting_flag)
      126    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 _trace.py:1321(is_tracing)
       66    0.000    0.000    0.000    0.000 font_manager.py:762(set_weight)
       61    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2593(ptp)
       20    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 _methods.py:47(_sum)
        8    0.000    0.000    0.000    0.000 markers.py:765(_set_tickleft)
      300    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       34    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
       60    0.000    0.000    0.000    0.000 font_manager.py:1094(get_default_size)
       48    0.000    0.000    0.000    0.000 spines.py:565(__getitem__)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 _base.py:873(_set_lim_and_transforms)
       20    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_decoder}
      900    0.000    0.000    0.000    0.000 profiler_util.py:97(<lambda>)
        3    0.000    0.000    0.000    0.000 _base.py:2452(_unit_change_handler)
        5    0.000    0.000    0.000    0.000 {built-in method posix.stat}
       21    0.000    0.000    0.000    0.000 threading.py:1222(is_alive)
      317    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      108    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
       19    0.000    0.000    0.000    0.000 transforms.py:2646(get_matrix)
        4    0.000    0.000    0.000    0.000 upsampling.py:181(__setstate__)
       15    0.000    0.000    0.000    0.000 patches.py:314(_set_edgecolor)
       16    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
      900    0.000    0.000    0.000    0.000 profiler_util.py:429(__init__)
       73    0.000    0.000    0.000    0.000 __init__.py:367(is_compiling)
       39    0.000    0.000    0.000    0.000 lines.py:1065(set_drawstyle)
        2    0.000    0.000    0.000    0.000 traitlets.py:3631(set)
       61    0.000    0.000    0.000    0.000 font_manager.py:788(set_stretch)
        4    0.000    0.000    0.000    0.000 _base.py:1074(get_position)
       61    0.000    0.000    0.000    0.000 font_manager.py:872(set_math_fontfamily)
       64    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       54    0.000    0.000    0.000    0.000 transforms.py:2222(transform_non_affine)
        6    0.000    0.000    0.000    0.000 category.py:153(format_ticks)
        5    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
        6    0.000    0.000    0.000    0.000 axis.py:2485(get_ticks_position)
       40    0.000    0.000    0.000    0.000 <frozen _collections_abc>:911(__iter__)
       18    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
       24    0.000    0.000    0.000    0.000 _methods.py:90(_clip)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3413(new_figure_manager_given_figure)
       18    0.000    0.000    0.000    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x7f83fd206f20}
      617    0.000    0.000    0.000    0.000 transforms.py:1036(get_points)
        4    0.000    0.000    0.000    0.000 colors.py:310(_to_rgba_no_colorcycle)
       19    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 base_events.py:785(call_soon)
      452    0.000    0.000    0.000    0.000 _base.py:837(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1774(new_manager)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       20    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       83    0.000    0.000    0.000    0.000 transforms.py:341(intervaly)
       20    0.000    0.000    0.000    0.000 Image.py:3204(_decompression_bomb_check)
       37    0.000    0.000    0.000    0.000 text.py:1317(set_usetex)
       40    0.000    0.000    0.000    0.000 {method 'outer' of 'numpy.ufunc' objects}
        5    0.000    0.000    0.000    0.000 markers.py:785(_set_tickdown)
       15    0.000    0.000    0.000    0.000 weakref.py:46(__new__)
      706    0.000    0.000    0.000    0.000 font_manager.py:700(get_size)
      644    0.000    0.000    0.000    0.000 font_manager.py:671(get_style)
        1    0.000    0.000    0.000    0.000 container.py:416(append)
      644    0.000    0.000    0.000    0.000 font_manager.py:706(get_file)
      644    0.000    0.000    0.000    0.000 font_manager.py:864(get_math_fontfamily)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       26    0.000    0.000    0.000    0.000 text.py:1041(set_fontfamily)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      149    0.000    0.000    0.000    0.000 profiler_util.py:360(_format_time)
       10    0.000    0.000    0.000    0.000 patches.py:396(set_linestyle)
        6    0.000    0.000    0.000    0.000 axis.py:1867(_set_formatter)
       49    0.000    0.000    0.000    0.000 lines.py:33(_get_dash_pattern)
      108    0.000    0.000    0.000    0.000 backend_bases.py:969(set_foreground)
      116    0.000    0.000    0.000    0.000 text.py:284(get_rotation)
        7    0.000    0.000    0.000    0.000 _base.py:1171(_set_artist_props)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2682(create_with_canvas)
       16    0.000    0.000    0.000    0.000 zmqstream.py:566(sending)
      133    0.000    0.000    0.000    0.000 cbook.py:1851(_str_equal)
       10    0.000    0.000    0.000    0.000 _base.py:72(wrapper)
      358    0.000    0.000    0.000    0.000 {built-in method torch._C._len_torch_dispatch_stack}
       24    0.000    0.000    0.000    0.000 ticker.py:1947(le)
       36    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_no_nep50_warning)
      644    0.000    0.000    0.000    0.000 font_manager.py:692(get_stretch)
        2    0.000    0.000    0.000    0.000 _axes.py:2214(_convert_dx)
       16    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
       15    0.000    0.000    0.000    0.000 patches.py:381(set_linewidth)
        6    0.000    0.000    0.000    0.000 axis.py:2202(_get_ticks_position)
       44    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        4    0.000    0.000    0.000    0.000 iostream.py:271(send_multipart)
      120    0.000    0.000    0.000    0.000 calc_func.py:5(l_prod)
       43    0.000    0.000    0.000    0.000 Image.py:499(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:4156(ylabel)
       98    0.000    0.000    0.000    0.000 profiler_util.py:371(_format_time_share)
        2    0.000    0.000    0.000    0.000 _monitor.py:47(get_instances)
       20    0.000    0.000    0.000    0.000 profiler.py:90(_run_on_profiler_stop)
       35    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
      148    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
       39    0.000    0.000    0.000    0.000 lines.py:1359(set_dash_joinstyle)
      644    0.000    0.000    0.000    0.000 font_manager.py:677(get_variant)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:1881(nonzero)
       11    0.000    0.000    0.000    0.000 axis.py:734(_get_shared_axes)
        8    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
      597    0.000    0.000    0.000    0.000 __future__.py:68(get_swap_module_params_on_conversion)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:340(_broadcast_to)
       24    0.000    0.000    0.000    0.000 iostream.py:505(parent_header)
       42    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
      644    0.000    0.000    0.000    0.000 font_manager.py:683(get_weight)
        2    0.000    0.000    0.000    0.000 _parser.py:199(split)
      518    0.000    0.000    0.000    0.000 inspect.py:2792(name)
        8    0.000    0.000    0.000    0.000 markers.py:771(_set_tickright)
      193    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       37    0.000    0.000    0.000    0.000 base_events.py:734(time)
       16    0.000    0.000    0.000    0.000 events.py:36(__init__)
       39    0.000    0.000    0.000    0.000 lines.py:1423(set_solid_capstyle)
        4    0.000    0.000    0.000    0.000 path.py:470(cleaned)
       10    0.000    0.000    0.000    0.000 storage.py:888(_new_wrapped_storage)
        7    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
       16    0.000    0.000    0.000    0.000 queue.py:97(empty)
      226    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       10    0.000    0.000    0.000    0.000 base_events.py:814(_call_soon)
       12    0.000    0.000    0.000    0.000 _methods.py:218(_ptp)
      333    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      438    0.000    0.000    0.000    0.000 artist.py:841(get_visible)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2645(__init__)
        1    0.000    0.000    0.000    0.000 downloads.py:88(attempt_download)
        1    0.000    0.000    0.000    0.000 _base.py:2465(relim)
        3    0.000    0.000    0.000    0.000 transforms.py:985(intervalx)
        1    0.000    0.000    0.000    0.000 transforms.py:1573(get_matrix)
        6    0.000    0.000    0.000    0.000 events.py:111(__init__)
       39    0.000    0.000    0.000    0.000 lines.py:1375(set_solid_joinstyle)
        2    0.000    0.000    0.000    0.000 transforms.py:362(size)
        4    0.000    0.000    0.000    0.000 axis.py:1827(set_major_formatter)
       40    0.000    0.000    0.000    0.000 backend_bases.py:989(set_joinstyle)
      340    0.000    0.000    0.000    0.000 artist.py:933(get_rasterized)
       40    0.000    0.000    0.000    0.000 backend_bases.py:919(set_capstyle)
      133    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       49    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      119    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1611(findCaller)
        4    0.000    0.000    0.000    0.000 axis.py:1893(set_major_locator)
       36    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       59    0.000    0.000    0.000    0.000 profiler_util.py:965(append)
        1    0.000    0.000    0.000    0.000 _base.py:3685(set_ylabel)
        5    0.000    0.000    0.000    0.000 markers.py:779(_set_tickup)
       35    0.000    0.000    0.000    0.000 transforms.py:2308(get_matrix)
       13    0.000    0.000    0.000    0.000 axis.py:207(_apply_tickdir)
       14    0.000    0.000    0.000    0.000 spines.py:135(get_patch_transform)
       14    0.000    0.000    0.000    0.000 patches.py:453(set_capstyle)
        2    0.000    0.000    0.000    0.000 container.py:138(__getitem__)
      468    0.000    0.000    0.000    0.000 __future__.py:25(get_overwrite_module_params_on_conversion)
       64    0.000    0.000    0.000    0.000 backend_bases.py:914(set_antialiased)
      340    0.000    0.000    0.000    0.000 artist.py:960(get_agg_filter)
        1    0.000    0.000    0.000    0.000 gridspec.py:561(_from_subplot_args)
        7    0.000    0.000    0.000    0.000 iostream.py:718(_rotate_buffers)
       62    0.000    0.000    0.000    0.000 traitlets.py:629(get)
       39    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:95(copy)
       18    0.000    0.000    0.000    0.000 axis.py:2218(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:988(format)
       19    0.000    0.000    0.000    0.000 _methods.py:55(_any)
       62    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       30    0.000    0.000    0.000    0.000 typing.py:1285(__hash__)
        5    0.000    0.000    0.000    0.000 profiler_util.py:29(__init__)
       92    0.000    0.000    0.000    0.000 transforms.py:2678(get_matrix)
        2    0.000    0.000    0.000    0.000 tasks.py:653(sleep)
        2    0.000    0.000    0.000    0.000 function_base.py:1324(diff)
       20    0.000    0.000    0.000    0.000 {built-in method torch._C._autograd._add_metadata_json}
       35    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
       74    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       20    0.000    0.000    0.000    0.000 markers.py:273(__bool__)
       98    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 module.py:634(add_module)
       21    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
      125    0.000    0.000    0.000    0.000 artist.py:298(axes)
        1    0.000    0.000    0.000    0.000 pathlib.py:618(stem)
        1    0.000    0.000    0.000    0.000 {built-in method posix.write}
      141    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
      224    0.000    0.000    0.000    0.000 Image.py:523(mode)
       20    0.000    0.000    0.000    0.000 markers.py:297(get_joinstyle)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        4    0.000    0.000    0.000    0.000 shape_base.py:219(vstack)
      365    0.000    0.000    0.000    0.000 figure.py:2758(_get_dpi)
        2    0.000    0.000    0.000    0.000 cbook.py:1735(sanitize_sequence)
        3    0.000    0.000    0.000    0.000 __init__.py:690(format)
      358    0.000    0.000    0.000    0.000 serialization.py:552(_cpu_deserialize)
        1    0.000    0.000    0.000    0.000 Image.py:3016(frombuffer)
       22    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
        1    0.000    0.000    0.000    0.000 futures.py:315(_set_result_unless_cancelled)
       20    0.000    0.000    0.000    0.000 {method 'ndimension' of 'torch._C.TensorBase' objects}
       19    0.000    0.000    0.000    0.000 extension.py:44(_assert_has_ops)
        3    0.000    0.000    0.000    0.000 backend_bases.py:2243(mpl_connect)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        4    0.000    0.000    0.000    0.000 transforms.py:858(update_from_path)
       24    0.000    0.000    0.000    0.000 ticker.py:1954(ge)
       13    0.000    0.000    0.000    0.000 axis.py:195(_set_labelrotation)
        4    0.000    0.000    0.000    0.000 session.py:272(msg_header)
       20    0.000    0.000    0.000    0.000 distributed_c10d.py:725(WORLD)
       21    0.000    0.000    0.000    0.000 threading.py:1155(_wait_for_tstate_lock)
       21    0.000    0.000    0.000    0.000 transforms.py:132(__getstate__)
        7    0.000    0.000    0.000    0.000 cbook.py:1695(safe_isfinite)
       38    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.000    0.000 {method 'new_empty' of 'torch._C.TensorBase' objects}
        8    0.000    0.000    0.000    0.000 axis.py:1043(_translate_tick_params)
        1    0.000    0.000    0.000    0.000 experimental.py:75(__init__)
       20    0.000    0.000    0.000    0.000 selector_events.py:750(_process_events)
       24    0.000    0.000    0.000    0.000 iostream.py:550(_is_master_process)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
       20    0.000    0.000    0.000    0.000 __init__.py:14(is_available)
       20    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
      174    0.000    0.000    0.000    0.000 {built-in method math.radians}
        6    0.000    0.000    0.000    0.000 text.py:586(set_clip_box)
        1    0.000    0.000    0.000    0.000 _base.py:3123(set_axisbelow)
      358    0.000    0.000    0.000    0.000 serialization.py:1823(dtype)
        1    0.000    0.000    0.000    0.000 pathlib.py:583(name)
      370    0.000    0.000    0.000    0.000 inspect.py:2804(kind)
      220    0.000    0.000    0.000    0.000 path.py:211(vertices)
        4    0.000    0.000    0.000    0.000 _parser.py:189(__next__)
        6    0.000    0.000    0.000    0.000 axis.py:924(reset_ticks)
        3    0.000    0.000    0.000    0.000 threading.py:616(set)
       78    0.000    0.000    0.000    0.000 profiler_util.py:650(__init__)
        6    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
       20    0.000    0.000    0.000    0.000 <string>:2(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method torch._C._is_tracing}
        4    0.000    0.000    0.000    0.000 hmac.py:122(copy)
        1    0.000    0.000    0.000    0.000 axis.py:1799(set_label_text)
      234    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
       34    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
       48    0.000    0.000    0.000    0.000 ticker.py:1937(closeto)
        1    0.000    0.000    0.000    0.000 container.py:307(__init__)
       39    0.000    0.000    0.000    0.000 lines.py:1241(set_markeredgewidth)
       64    0.000    0.000    0.000    0.000 backend_bases.py:1031(get_hatch_path)
      150    0.000    0.000    0.000    0.000 {built-in method math.cos}
        1    0.000    0.000    0.000    0.000 contextlib.py:511(enter_context)
        1    0.000    0.000    0.000    0.000 iostream.py:127(_event_pipe_gc)
        3    0.000    0.000    0.000    0.000 axis.py:1152(get_inverted)
       10    0.000    0.000    0.000    0.000 _tensor.py:83(_clear_non_serializable_cached_data)
       20    0.000    0.000    0.000    0.000 profiler.py:86(_run_on_profiler_start)
        1    0.000    0.000    0.000    0.000 pathlib.py:852(exists)
       44    0.000    0.000    0.000    0.000 backend_bases.py:897(set_alpha)
       41    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.cleanup_path}
        2    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
      114    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:143(_crc32)
       20    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
       68    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      363    0.000    0.000    0.000    0.000 copy.py:102(_copy_immutable)
       21    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:120(update)
       20    0.000    0.000    0.000    0.000 artist.py:625(get_snap)
        2    0.000    0.000    0.000    0.000 container.py:129(_get_item_by_idx)
       14    0.000    0.000    0.000    0.000 patches.py:270(get_patch_transform)
       81    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       41    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        7    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
      203    0.000    0.000    0.000    0.000 Image.py:519(size)
        1    0.000    0.000    0.000    0.000 transforms.py:1044(set_points)
       10    0.000    0.000    0.000    0.000 patches.py:493(set_hatch)
       20    0.000    0.000    0.000    0.000 bezier.py:283(axis_aligned_extrema)
        2    0.000    0.000    0.000    0.000 ticker.py:2028(_staircase)
       76    0.000    0.000    0.000    0.000 font_manager.py:1549(<genexpr>)
       39    0.000    0.000    0.000    0.000 transforms.py:356(height)
